Nr.;BLZ;Institut;Ort;RZ;Organisation;HBCI-Zugang DNS;HBCI- Zugang     IP-Adresse;HBCI-Version;DDV;RDH-1;RDH-2;RDH-3;RDH-4;RDH-5;RDH-6;RDH-7;RDH-8;RDH-9;RDH-10;PIN/TAN-Zugang URL;Version;Datum letzte Änderung;;;;;
1944;51091711;Bank f Orden u Mission Zndl vr bk Untertaunus;Idstein;FIDUCIA IT AG;BVR;hbci01.fiducia.de;;3.0;;;;ja;;;;ja;;ja;ja;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
1945;51140029;Commerzbank;Diez;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;15.11.2010;;;;;
1946;51140029;Commerzbank;Limburg ;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;15.11.2010;;;;;
1947;51150018;Sparkasse Limburg;Limburg;Finanz Informatik GmbH & Co. KG (Hessen);DSGV;h020.s-hbci.de;;2.2 ;ja;;;;;;;;;;;https://hbci-pintan-he.s-hbci.de/PinTanServlet;HBCI 2.2 Erweiterung PIN/TAN V1.01;;;;;;
1948;51151919;Kreissparkasse Weilburg;Weilburg;Finanz Informatik GmbH & Co. KG (Hessen);DSGV;h045.s-hbci.de;;2.2;ja;;;;;;;;;;;https://hbci-pintan-he.s-hbci.de/PinTanServlet;HBCI 2.2 Erweiterung PIN/TAN V1.01;;;;;;
1949;51161606;Volksbank Langendernbach;Dornburg, Westerw;FIDUCIA IT AG;BVR;hbci01.fiducia.de;;3.0;;;;ja;;;;ja;;ja;ja;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
1950;51170010;Deutsche Bank AG;Limburg a d Lahn;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
1951;51170024;Deutsche Bank Privat und Geschäftskunden AG;Limburg a d Lahn;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
1952;51180041;Dresdner Bank;Limburg ;eigenes Rechenzentrum;BdB;hbci.dresdner-bank.de;193.194.7.124;3.0;;ja;ja;;;ja;;;;;;https://hbci.dresdner-bank.de;FinTS V3.0;26.09.2008;;;;;
1953;51190000;Vereinigte Volksbank Limburg;Limburg a d Lahn;FIDUCIA IT AG;BVR;hbci01.fiducia.de;;3.0;;;;ja;;;;ja;;ja;ja;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
1954;51191200;Volksbank Goldner Grund;Bad Camberg;FIDUCIA IT AG;BVR;hbci01.fiducia.de;;3.0;;;;ja;;;;ja;;ja;ja;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
1955;51191800;Volksbank Schupbach;Beselich;FIDUCIA IT AG;BVR;hbci01.fiducia.de;;3.0;;;;ja;;;;ja;;ja;ja;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
1956;51192200;Volks- und Raiffeisenbank Weilmünster -alt-;Weilmünster;FIDUCIA IT AG;BVR;hbci01.fiducia.de;;3.0;;;;ja;;;;ja;;ja;ja;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
1957;51210700;NIBC Bank Zndl Frankfurt am Main;Frankfurt am Main;FIDUCIA IT AG;BVR;hbci01.fiducia.de;;3.0;;;;ja;;;;ja;;ja;ja;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
1958;51250000;Taunus-Sparkasse;Steinbach;Finanz Informatik GmbH & Co. KG (Hessen);DSGV;h022.s-hbci.de;;2.2;ja;;;;;;;;;;;https://hbci-pintan-he.s-hbci.de/PinTanServlet;HBCI 2.2 Erweiterung PIN/TAN V1.01;;;;;;
1959;51310111;SEB AG;Gießen, Lahn;eigenes Rechenzentrum;BdB;;193.243.184.115;2.0.1;;ja;;;;;;;;;;;;19.09.2005;;;;;
1960;51340013;Commerzbank;Gießen;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;15.11.2010;;;;;
1961;51340013;Commerzbank;Friedberg ;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;15.11.2010;;;;;
1962;51343224;Commerzbank;Alsfeld;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;15.11.2010;;;;;
1963;51350025;Sparkasse Giessen;Giessen;Finanz Informatik GmbH & Co. KG (Hessen);DSGV;h013.s-hbci.de;;2.2;ja;;;;;;;;;;;https://hbci-pintan-he.s-hbci.de/PinTanServlet;HBCI 2.2 Erweiterung PIN/TAN V1.01;;;;;;
1964;51351526;Sparkasse Grünberg;Grünberg;Finanz Informatik GmbH & Co. KG (Hessen);DSGV;h018.s-hbci.de;;2.2;ja;;;;;;;;;;;https://hbci-pintan-he.s-hbci.de/PinTanServlet;HBCI 2.2 Erweiterung PIN/TAN V1.01;;;;;;
1965;51352227;Sparkasse Laubach Hungen;Laubach Hungen;Finanz Informatik GmbH & Co. KG (Hessen);DSGV;h019.s-hbci.de;;2.2 ;ja;;;;;;;;;;;https://hbci-pintan-he.s-hbci.de/PinTanServlet;HBCI 2.2 Erweiterung PIN/TAN V1.01;;;;;;
1966;51361021;Volksbank Heuchelheim;Heuchelheim, Kr Gießen;FIDUCIA IT AG;BVR;hbci01.fiducia.de;;3.0;;;;ja;;;;ja;;ja;ja;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
1967;51361704;Volksbank Holzheim;Pohlheim;FIDUCIA IT AG;BVR;hbci01.fiducia.de;;3.0;;;;ja;;;;ja;;ja;ja;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
1968;51362514;VR Bank Mücke -alt-;Mücke;FIDUCIA IT AG;BVR;hbci01.fiducia.de;;3.0;;;;ja;;;;ja;;ja;ja;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
1969;51363407;Volksbank Garbenteich -alt-;Pohlheim;FIDUCIA IT AG;BVR;hbci01.fiducia.de;;3.0;;;;ja;;;;ja;;ja;ja;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
1970;51370008;Deutsche Bank AG;Gießen, Lahn;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
1971;51370024;Deutsche Bank Privat und Geschäftskunden AG;Gießen, Lahn;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
1972;51380040;Dresdner Bank;Gießen;eigenes Rechenzentrum;BdB;hbci.dresdner-bank.de;193.194.7.124;3.0;;ja;ja;;;ja;;;;;;https://hbci.dresdner-bank.de;FinTS V3.0;26.09.2008;;;;;
1973;51380040;Dresdner Bank;Bad Nauheim;eigenes Rechenzentrum;BdB;hbci.dresdner-bank.de;193.194.7.124;3.0;;ja;ja;;;ja;;;;;;https://hbci.dresdner-bank.de;FinTS V3.0;26.09.2008;;;;;
1974;51390000;Volksbank Mittelhessen;Gießen, Lahn;FIDUCIA IT AG;BVR;hbci01.fiducia.de;;3.0;;;;ja;;;;ja;;ja;ja;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
1975;51430500;Bankhaus Löbbecke & Co.;Frankfurt am Main;BV Zahlungssysteme GmbH;BdB;hbciserver.bankverlag.de;nicht unterstützt;2.1;;ja;;;;;;;;;;;;;;;;;
1976;51540037;Commerzbank;Butzbach;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;15.11.2010;;;;;
1977;51540037;Commerzbank;Wetzlar;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;15.11.2010;;;;;
1978;51550035;Sparkasse Wetzlar;Wetzlar;Finanz Informatik GmbH & Co. KG (Hessen);DSGV;h048.s-hbci.de;;2.2;ja;;;;;;;;;;;https://hbci-pintan-he.s-hbci.de/PinTanServlet;HBCI 2.2 Erweiterung PIN/TAN V1.01;;;;;;
1979;51560231;Volksbank Wetzlar-Weilburg;Wetzlar;FIDUCIA IT AG;BVR;hbci01.fiducia.de;;3.0;;;;ja;;;;ja;;ja;ja;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
1980;51570008;Deutsche Bank AG;Wetzlar;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
1981;51570024;Deutsche Bank Privat und Geschäftskunden AG;Wetzlar;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
1982;51580044;Dresdner Bank;Wetzlar;eigenes Rechenzentrum;BdB;hbci.dresdner-bank.de;193.194.7.124;3.0;;ja;ja;;;ja;;;;;;https://hbci.dresdner-bank.de;FinTS V3.0;26.09.2008;;;;;
1983;51591300;Volksbank Brandoberndorf;Waldsolms;FIDUCIA IT AG;BVR;hbci01.fiducia.de;;3.0;;;;ja;;;;ja;;ja;ja;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
1984;51640043;Commerzbank;Dillenburg;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;15.11.2010;;;;;
1985;51650045;Bezirkssparkasse Dillenburg;Dillenburg;Finanz Informatik GmbH & Co. KG (Hessen);DSGV;h010.s-hbci.de;;2.2;ja;;;;;;;;;;;https://hbci-pintan-he.s-hbci.de/PinTanServlet;HBCI 2.2 Erweiterung PIN/TAN V1.01;;;;;;
1986;51690000;Volksbank Dill VB und Raiffbk;Dillenburg;FIDUCIA IT AG;BVR;hbci01.fiducia.de;;3.0;;;;ja;;;;ja;;ja;ja;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
1987;51691500;Volksbank Herborn-Eschenburg;Herborn, Hess;FIDUCIA IT AG;BVR;hbci01.fiducia.de;;3.0;;;;ja;;;;ja;;ja;ja;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
1988;51752267;Sparkasse Battenberg;Battenberg;Finanz Informatik GmbH & Co. KG (Hessen);DSGV;h078.s-hbci.de;;2.2;ja;;;;;;;;;;;https://hbci-pintan-he.s-hbci.de/PinTanServlet;HBCI 2.2 Erweiterung PIN/TAN V1.01;;;;;;
1989;51762434;VR Bank Biedenkopf-Gladenbach;Biedenkopf;FIDUCIA IT AG;BVR;hbci01.fiducia.de;;3.0;;;;ja;;;;ja;;ja;ja;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
1990;51850079;Sparkasse Wetterau;Wetterau;Finanz Informatik GmbH & Co. KG (Hessen);DSGV;h031.s-hbci.de;;2.2;ja;;;;;;;;;;;https://hbci-pintan-he.s-hbci.de/PinTanServlet;HBCI 2.2 Erweiterung PIN/TAN V1.01;;;;;;
1991;51861325;BVB Volksbank Ndl d Frankfurter Volksbank;Bad Vilbel;FIDUCIA IT AG;BVR;hbci01.fiducia.de;;3.0;;;;ja;;;;ja;;ja;ja;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
1992;51861403;Volksbank Butzbach;Butzbach;FIDUCIA IT AG;BVR;hbci01.fiducia.de;;3.0;;;;ja;;;;ja;;ja;ja;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
1993;51861616;Landbank Horlofftal;Reichelsheim (Wetterau);FIDUCIA IT AG;BVR;hbci01.fiducia.de;;3.0;;;;ja;;;;ja;;ja;ja;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
1994;51861806;Volksbank Ober-Mörlen;Ober-Mörlen;FIDUCIA IT AG;BVR;hbci01.fiducia.de;;3.0;;;;ja;;;;ja;;ja;ja;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
1995;51862677;Weiseler Volksbank;Butzbach;FIDUCIA IT AG;BVR;hbci01.fiducia.de;;3.0;;;;ja;;;;ja;;ja;ja;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
1996;51961023;Volksbank;Ulrichstein;FIDUCIA IT AG;BVR;hbci01.fiducia.de;;3.0;;;;ja;;;;ja;;ja;ja;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
1997;51961515;Spar- und Darlehnskasse Stockhausen;Herbstein;FIDUCIA IT AG;BVR;hbci01.fiducia.de;;3.0;;;;ja;;;;ja;;ja;ja;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
1998;51961801;Volksbank Feldatal;Feldatal;FIDUCIA IT AG;BVR;hbci01.fiducia.de;;3.0;;;;ja;;;;ja;;ja;ja;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
1999;51990000;Volksbank Lauterbach-Schlitz;Lauterbach (Hessen);FIDUCIA IT AG;BVR;hbci01.fiducia.de;;3.0;;;;ja;;;;ja;;ja;ja;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
2000;52010111;SEB AG;Kassel;eigenes Rechenzentrum;BdB;;193.243.184.115;2.0.1;;ja;;;;;;;;;;;;19.09.2005;;;;;
2001;52020000;BASF Bank;Ludwigshafen am Rhein;FIDUCIA IT AG;BVR;hbci01.fiducia.de;;3.0;;;;ja;;;;ja;;ja;ja;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
2002;52040021;Commerzbank;Kassel;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;15.11.2010;;;;;
2003;52040021;Commerzbank;Korbach;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;15.11.2010;;;;;
2004;52040021;Commerzbank;Warburg;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;15.11.2010;;;;;
2005;52050353;Kasseler Sparkasse;Kassel;Finanz Informatik GmbH & Co. KG (Hessen);DSGV;h058.s-hbci.de;;2.2;ja;;;;;;;;;;;https://hbci-pintan-he.s-hbci.de/PinTanServlet;HBCI 2.2 Erweiterung PIN/TAN V1.01;;;;;;
2006;52051373;Stadtsparkasse Borken;Borken;Finanz Informatik GmbH & Co. KG (Hessen);DSGV;h046.s-hbci.de;;2.2 ;ja;;;;;;;;;;;https://hbci-pintan-he.s-hbci.de/PinTanServlet;HBCI 2.2 Erweiterung PIN/TAN V1.01;;;;;;
2007;52051555;Stadtsparkasse Felsberg;Felsberg;Finanz Informatik GmbH & Co. KG (Hessen);DSGV;h026.s-hbci.de;;2.2 ;ja;;;;;;;;;;;https://hbci-pintan-he.s-hbci.de/PinTanServlet;HBCI 2.2 Erweiterung PIN/TAN V1.01;;;;;;
2008;52051877;Stadtsparkasse Grebenstein;Grebenstein;Finanz Informatik GmbH & Co. KG (Hessen);DSGV;h027.s-hbci.de;;2.2;ja;;;;;;;;;;;https://hbci-pintan-he.s-hbci.de/PinTanServlet;HBCI 2.2 Erweiterung PIN/TAN V1.01;;;;;;
2009;52052154;Kreissparkasse Schwalm-Eder;Schwalm-Eder;Finanz Informatik GmbH & Co. KG (Hessen);DSGV;h111.s-hbci.de;;2.2;ja;;;;;;;;;;;https://hbci-pintan-he.s-hbci.de/PinTanServlet;HBCI 2.2 Erweiterung PIN/TAN V1.01;;;;;;
2010;52053458;Stadtsparkasse Schwalmstadt;Schwalmstadt;Finanz Informatik GmbH & Co. KG (Hessen);DSGV;h021.s-hbci.de;;2.2;ja;;;;;;;;;;;https://hbci-pintan-he.s-hbci.de/PinTanServlet;HBCI 2.2 Erweiterung PIN/TAN V1.01;;;;;;
2011;52060208;Kurhessische Landbank;Kassel, Hess;FIDUCIA IT AG;BVR;hbci01.fiducia.de;;3.0;;;;ja;;;;ja;;ja;ja;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
2012;52060400;Evangelische Kreditgenossenschaft Gf;Kassel, Hess;FIDUCIA IT AG;BVR;hbci01.fiducia.de;;3.0;;;;ja;;;;ja;;ja;ja;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
2013;52060410;Evangelische Kreditgenossenschaft;Kassel, Hess;FIDUCIA IT AG;BVR;hbci01.fiducia.de;;3.0;;;;ja;;;;ja;;ja;ja;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
2014;52061210;Genossenschaftsbank Bad Wildungen -alt-;Bad Wildungen;FIDUCIA IT AG;BVR;hbci01.fiducia.de;;3.0;;;;ja;;;;ja;;ja;ja;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
2015;52061303;Raiffeisenbank Borken;Borken (Hessen);FIDUCIA IT AG;BVR;hbci01.fiducia.de;;3.0;;;;ja;;;;ja;;ja;ja;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
2016;52062200;VR-Bank Chattengau;Gudensberg;FIDUCIA IT AG;BVR;hbci01.fiducia.de;;3.0;;;;ja;;;;ja;;ja;ja;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
2017;52062601;VR-Bank Schwalm-Eder;Homberg (Efze);FIDUCIA IT AG;BVR;hbci01.fiducia.de;;3.0;;;;ja;;;;ja;;ja;ja;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
2018;52063369;VR-Bank Spangenberg-Morschen;Spangenberg, Hess;FIDUCIA IT AG;BVR;hbci01.fiducia.de;;3.0;;;;ja;;;;ja;;ja;ja;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
2019;52063550;Raiffeisenbank;Wolfhagen;FIDUCIA IT AG;BVR;hbci01.fiducia.de;;3.0;;;;ja;;;;ja;;ja;ja;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
2020;52064156;Raiffeisenbank;Baunatal;FIDUCIA IT AG;BVR;hbci01.fiducia.de;;3.0;;;;ja;;;;ja;;ja;ja;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
2021;52064558;Raiffeisenbank Bad Zwesten -alt-;Bad Zwesten;FIDUCIA IT AG;BVR;hbci01.fiducia.de;;3.0;;;;ja;;;;ja;;ja;ja;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
2022;52065220;Raiffeisenbank;Calden, Hess;FIDUCIA IT AG;BVR;hbci01.fiducia.de;;3.0;;;;ja;;;;ja;;ja;ja;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
2023;52069013;Raiffeisenbank Burghaun;Burghaun;FIDUCIA IT AG;BVR;hbci01.fiducia.de;;3.0;;;;ja;;;;ja;;ja;ja;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
2024;52069029;Spar-u. Kredit-Bank;Gemünden (Wohra);FIDUCIA IT AG;BVR;hbci01.fiducia.de;;3.0;;;;ja;;;;ja;;ja;ja;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
2025;52069065;Raiffeisenbank Langenschwarz;Burghaun;FIDUCIA IT AG;BVR;hbci01.fiducia.de;;3.0;;;;ja;;;;ja;;ja;ja;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
2026;52069103;Raiffeisenbank Trendelburg;Trendelburg;FIDUCIA IT AG;BVR;hbci01.fiducia.de;;3.0;;;;ja;;;;ja;;ja;ja;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
2027;52069129;Raiffeisenbank Freienhagen-Höringhausen -alt-;Waldeck, Hess;FIDUCIA IT AG;BVR;hbci01.fiducia.de;;3.0;;;;ja;;;;ja;;ja;ja;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
2028;52069149;Raiffeisenbank Volkmarsen;Volkmarsen;FIDUCIA IT AG;BVR;hbci01.fiducia.de;;3.0;;;;ja;;;;ja;;ja;ja;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
2029;52069183;Raiffeisenbank Bottendorf -alt-;Burgwald, Eder;FIDUCIA IT AG;BVR;hbci01.fiducia.de;;3.0;;;;ja;;;;ja;;ja;ja;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
2030;52069503;Raiffeisenbank Ulmbach -alt-;Steinau an der Straße;FIDUCIA IT AG;BVR;hbci01.fiducia.de;;3.0;;;;ja;;;;ja;;ja;ja;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
2031;52069519;Frankenberger Bank Raiffeisenbank;Frankenberg (Eder);FIDUCIA IT AG;BVR;hbci01.fiducia.de;;3.0;;;;ja;;;;ja;;ja;ja;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
2032;52070012;Deutsche Bank AG;Baunatal;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
2033;52070012;Deutsche Bank AG;Kassel, Hess;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
2034;52070012;Deutsche Bank AG;Hann. Münden;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
2035;52070024;Deutsche Bank Privat und Geschäftskunden AG;Baunatal;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
2036;52070024;Deutsche Bank Privat und Geschäftskunden AG;Hann. Münden;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
2037;52070024;Deutsche Bank Privat und Geschäftskunden AG;Kassel, Hess;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
2038;52071212;Deutsche Bank AG;Bad Wildungen;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
2039;52071224;Deutsche Bank Privat und Geschäftskunden AG;Bad Wildungen;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
2040;52080080;Dresdner Bank;Kassel;eigenes Rechenzentrum;BdB;hbci.dresdner-bank.de;193.194.7.124;3.0;;ja;ja;;;ja;;;;;;https://hbci.dresdner-bank.de;FinTS V3.0;26.09.2008;;;;;
2041;52080080;Dresdner Bank;Hann. Münden;eigenes Rechenzentrum;BdB;hbci.dresdner-bank.de;193.194.7.124;3.0;;ja;ja;;;ja;;;;;;https://hbci.dresdner-bank.de;FinTS V3.0;26.09.2008;;;;;
2042;52090000;Kasseler Bank;Kassel, Hess;FIDUCIA IT AG;BVR;hbci01.fiducia.de;;3.0;;;;ja;;;;ja;;ja;ja;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
2043;52240006;Commerzbank;Eschwege;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;15.11.2010;;;;;
2044;52250030;Sparkasse Werra-Meißner;Werra-Meißner;Finanz Informatik GmbH & Co. KG (Hessen);DSGV;h039.s-hbci.de;;2.2;ja;;;;;;;;;;;https://hbci-pintan-he.s-hbci.de/PinTanServlet;HBCI 2.2 Erweiterung PIN/TAN V1.01;;;;;;
2045;52260385;VR-Bank Werra-Meißner;Eschwege;FIDUCIA IT AG;BVR;hbci01.fiducia.de;;3.0;;;;ja;;;;ja;;ja;ja;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
2046;52270012;Deutsche Bank AG;Eschwege;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
2047;52270024;Deutsche Bank Privat und Geschäftskunden AG;Eschwege;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
2048;52350005;Sparkasse Waldeck-Frankenberg;Waldeck-Frankenberg;Finanz Informatik GmbH & Co. KG (Hessen);DSGV;h040.s-hbci.de;;2.2;ja;;;;;;;;;;;https://hbci-pintan-he.s-hbci.de/PinTanServlet;HBCI 2.2 Erweiterung PIN/TAN V1.01;;;;;;
2049;52360059;Waldecker Bank;Korbach;FIDUCIA IT AG;BVR;hbci01.fiducia.de;;3.0;;;;ja;;;;ja;;ja;ja;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
2050;52411000;Cash Express Gesellschaft f Finanz-u Reisedienstleistungen;Frankfurt am Main;FIDUCIA IT AG;BVR;hbci01.fiducia.de;;3.0;;;;ja;;;;ja;;ja;ja;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
2051;53040012;Commerzbank;Fulda;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;15.11.2010;;;;;
2052;53050180;Sparkasse Fulda;Fulda;Finanz Informatik GmbH & Co. KG (Hessen);DSGV;h036.s-hbci.de;;2.2;ja;;;;;;;;;;;https://hbci-pintan-he.s-hbci.de/PinTanServlet;HBCI 2.2 Erweiterung PIN/TAN V1.01;;;;;;
